"BOSC","B.O.S. Better Onl",4.06,3.92,+0.11,"11/7/2014","3:59pm"
"BEAV","B/E Aerospace, In",73.40,74.72,-1.10,"11/7/2014","4:00pm"
"BIDU","Baidu, Inc.",236.54,237.96,-0.36,"11/7/2014","4:00pm"
"BCPC","Balchem Corporati",63.99,63.60,+0.45,"11/7/2014","4:00pm"
"BWINA","Baldwin & Lyons, ",24.01,N/A,+0.11,"11/7/2014","3:49pm"
"BWINB","Baldwin & Lyons, ",26.19,26.43,-0.11,"11/7/2014","4:00pm"
"BLDP","Ballard Power Sys",2.815,2.78,+0.045,"11/7/2014","3:59pm"
"BANF","BancFirst Corpora",66.46,66.355,+0.06,"11/7/2014","4:00pm"
"BANFP","BancFirst Corpora",27.75,28.07,-0.02,"11/7/2014","3:51pm"
"BKMU","Bank Mutual Corpo",6.52,6.65,-0.12,"11/7/2014","4:00pm"
"BOCH","Bank of Commerce ",6.03,6.10,+0.03,"11/7/2014","3:59pm"
"BMRC","Bank of Marin Ban",49.60,49.64,+0.20,"11/7/2014","4:00pm"
"BKSC","Bank of South Car",15.00,N/A,0.00,"11/6/2014","2:29pm"
"BOTJ","Bank of the James",10.00,10.00,-0.50,"11/7/2014","3:53pm"
"OZRK","Bank of the Ozark",36.30,35.58,+0.63,"11/7/2014","4:00pm"
"BFIN","BankFinancial Cor",11.87,11.83,+0.02,"11/7/2014","4:00pm"
"BWFG","Bankwell Financia",19.20,18.96,+0.45,"11/7/2014","2:40pm"
"BANR","Banner Corporatio",43.00,43.21,0.00,"11/7/2014","4:00pm"
"TAPR","Barclays PLC",40.60,40.60,-0.68,"11/7/2014","11:54am"
"BBSI","Barrett Business ",25.23,23.94,+2.36,"11/7/2014","4:00pm"
"BSET","Bassett Furniture",18.18,18.26,-0.07,"11/7/2014","4:00pm"
"BAXS","Baxano Surgical, ",0.2245,0.22,-0.0005,"11/7/2014","4:00pm"
